Sno,Feature1,Dog Name,Feature2,Feature3,Feature4,Feature5,Feature6,Money,Count,Debt,IsActiveMember,EstimatedSalary,id,Gender2,Customer Type,Age2,Type of Travel,Class,Distance,Rating0,Rating1,Rating2,Rating3,Rating4,Rating5,Rating6,Rating7,Rating8,Rating9,Rating10,Rating11,Rating12,Rating13,Departure Delay in Minutes,Arrival Delay in Minutes,Target1,Target2
6848,15812513,Nnaife,599,Germany,Male,45,10,103583.05,1,1,0,132127.69,129736,Female,Loyal Customer,32,Business travel,Business,308,3,3,3,3,5,5,5,5,4,2,4,4,5,5,0,0,1,1
6849,15674950,Ebelechukwu,544,Germany,Male,39,4,142406.43,2,1,0,146637.45,81350,Female,Loyal Customer,62,Personal Travel,Eco,1299,1,4,1,3,2,4,4,5,5,1,4,4,5,4,118,111,0,0
6850,15678572,Keating,529,Spain,Male,38,7,99842.5,2,1,0,90256.06,31870,Female,Loyal Customer,63,Personal Travel,Business,4983,0,5,0,2,0,5,1,3,2,4,3,1,5,1,3,0,1,1
6851,15713608,Tuan,850,France,Female,41,5,0,2,1,1,34827.43,45258,Female,Loyal Customer,37,Personal Travel,Eco,584,1,4,1,2,1,1,5,1,3,4,4,4,4,1,23,23,0,0
6852,15579262,Shearston,497,France,Male,41,9,0,1,0,0,22074.48,15891,Male,Loyal Customer,37,Business travel,Eco Plus,489,4,1,1,1,4,4,4,4,4,3,4,1,3,4,11,21,0,1
6853,15610426,Tien,764,France,Female,39,5,81042.42,1,0,1,109805.17,93314,Male,Loyal Customer,19,Personal Travel,Eco Plus,1733,3,5,3,4,1,3,1,1,4,4,5,4,4,1,0,0,0,0
6854,15776454,Hamilton,603,France,Female,48,5,0,1,1,0,100478.6,48084,Female,Loyal Customer,25,Business travel,Business,3518,2,2,2,2,4,4,4,4,5,3,2,4,4,4,0,0,1,1
6855,15771483,Arnold,609,France,Male,40,6,0,2,1,1,97416.34,83944,Male,Loyal Customer,30,Business travel,Business,321,0,0,0,3,4,2,2,4,4,3,4,5,4,4,0,7,0,1
6856,15648489,Ting,487,France,Male,53,4,199689.49,1,1,1,24207.86,40841,Female,Loyal Customer,39,Business travel,Business,2532,0,3,0,4,3,4,3,2,2,2,2,5,2,3,26,7,1,1
6857,15646609,Chao,748,France,Male,33,1,142645.43,1,0,0,69132.66,92408,Male,Loyal Customer,50,Business travel,Business,1892,4,4,2,4,2,3,5,5,5,5,5,3,5,5,28,14,0,1
6858,15693203,Powell,710,Spain,Female,75,5,0,2,1,1,9376.89,11281,Male,Loyal Customer,67,Personal Travel,Eco,224,1,5,0,4,3,0,3,3,5,5,5,3,5,3,0,0,0,0
6859,15813067,Williams,432,Germany,Female,45,3,110219.14,1,1,0,43046.7,23693,Male,Loyal Customer,42,Business travel,Eco,212,3,4,4,4,3,3,3,3,2,1,3,1,2,3,0,0,1,0
6860,15769829,Cheng,534,Spain,Male,51,3,0,2,0,1,20856.31,69419,Male,Loyal Customer,20,Business travel,Business,1096,4,5,5,5,4,4,4,4,4,3,4,4,3,4,75,65,0,0
6861,15662434,Zhdanova,607,France,Male,25,3,0,2,0,0,187048.72,125557,Female,disloyal Customer,47,Business travel,Eco,226,1,3,1,3,2,1,2,2,2,3,1,1,2,2,0,0,0,0
6862,15773503,Tsai,551,Spain,Male,32,4,0,2,1,0,53420.53,26249,Female,disloyal Customer,27,Business travel,Eco Plus,404,5,5,5,1,3,1,3,2,4,1,4,3,1,3,202,242,0,1
6863,15705890,Nebechukwu,674,France,Male,45,7,142072.02,1,1,0,37013.29,47602,Female,Loyal Customer,44,Business travel,Business,1549,2,2,2,2,3,2,1,4,4,4,4,2,4,2,0,0,0,1
6864,15711398,Fetherstonhaugh,525,France,Female,25,6,0,2,1,0,89566.64,18997,Male,Loyal Customer,38,Personal Travel,Eco Plus,388,2,5,2,1,4,2,3,4,4,3,4,4,5,4,11,21,0,0
6865,15752375,Ojiofor,645,Germany,Male,33,8,149564.61,1,0,0,149913.84,91137,Male,Loyal Customer,21,Personal Travel,Eco,406,2,5,4,3,3,4,3,3,5,5,4,5,4,3,0,0,0,0
6866,15659175,Severson,755,France,Female,43,9,0,2,1,0,18066.69,88010,Female,Loyal Customer,40,Business travel,Business,545,4,4,4,4,3,4,5,4,4,4,4,4,4,5,17,15,0,1
6867,15597033,Speight,708,Germany,Male,37,8,153366.13,1,1,1,26912.34,75413,Female,disloyal Customer,19,Business travel,Eco,790,2,2,2,3,3,2,3,3,4,2,4,3,3,3,0,0,0,0
6868,15590228,Greenwalt,715,France,Male,21,6,76467.16,1,1,1,173511.72,125485,Female,Loyal Customer,8,Business travel,Eco Plus,2917,3,3,2,3,3,3,3,2,5,4,4,3,2,3,1,0,0,0
6869,15631848,Grover,727,France,Female,26,9,121508.28,1,1,1,146785.44,76051,Female,Loyal Customer,25,Business travel,Business,3003,2,2,2,2,4,4,4,4,4,2,4,5,5,4,0,0,0,1
6870,15654211,Milani,559,Spain,Female,27,1,0,1,0,1,1050.33,103107,Male,Loyal Customer,25,Personal Travel,Eco,546,3,3,5,4,5,5,3,5,1,3,2,4,5,5,0,0,0,0
6871,15707968,Akobundu,545,Spain,Male,36,8,73211.12,2,1,0,89587.34,121490,Female,Loyal Customer,52,Personal Travel,Eco,290,3,1,3,3,1,4,4,3,3,3,3,2,3,1,0,0,1,0
6872,15594084,Anderson,524,France,Male,22,9,0,2,1,0,74405.34,17525,Female,Loyal Customer,30,Personal Travel,Eco,352,2,4,2,4,3,2,3,3,4,4,4,3,5,3,0,0,0,0
6873,15651093,Chien,707,France,Female,55,1,0,2,0,1,54409.48,34311,Male,Loyal Customer,32,Personal Travel,Eco,280,3,4,3,1,4,3,4,4,4,2,4,4,4,4,0,0,0,0
6874,15798824,Kennedy,671,Spain,Male,38,0,92674.94,2,1,0,3647.57,31616,Male,Loyal Customer,57,Business travel,Business,2574,4,1,1,1,1,3,4,4,4,4,4,1,4,2,10,8,0,0
6875,15671591,Castiglione,439,Spain,Male,52,3,96196.24,4,1,0,198874.52,122839,Female,Loyal Customer,49,Business travel,Business,226,2,2,2,2,3,4,4,4,4,4,4,3,4,4,8,0,1,1
6876,15707189,Marshall,667,Germany,Female,36,1,114391.62,1,1,1,53412.54,17127,Female,Loyal Customer,54,Business travel,Business,2607,1,1,2,1,5,5,5,3,5,2,3,5,4,5,290,284,0,1
6877,15733581,Duncan,831,Germany,Male,32,9,80262.66,1,1,0,194867.78,107658,Male,Loyal Customer,40,Business travel,Business,3667,3,3,3,3,2,4,5,5,5,5,5,5,5,5,0,0,0,1
6878,15641640,Uspenskaya,545,Spain,Female,33,7,173331.52,1,1,0,150452.88,89860,Female,Loyal Customer,55,Business travel,Business,1416,5,5,5,5,5,4,5,5,5,5,5,5,5,5,0,0,0,1
6879,15585284,Thomson,604,Spain,Female,35,7,147285.52,1,1,1,57807.05,105061,Male,Loyal Customer,18,Personal Travel,Eco Plus,255,2,4,2,1,2,2,2,2,3,4,4,4,5,2,7,6,0,0
6880,15617866,Calabrese,657,Spain,Male,67,5,119785.47,2,1,1,107534.32,86089,Male,disloyal Customer,23,Business travel,Eco,356,3,2,3,3,3,3,3,3,3,5,2,4,2,3,28,18,0,0
6881,15667751,Herrera,487,Spain,Female,36,1,140137.15,1,1,0,194073.33,84180,Male,Loyal Customer,12,Personal Travel,Eco Plus,231,2,2,2,4,2,2,2,2,2,3,4,1,3,2,0,0,0,0
6882,15669411,Muse,750,Germany,Female,52,6,107467.56,1,1,0,126233.18,27244,Male,Loyal Customer,60,Personal Travel,Eco,1024,1,4,1,3,4,1,1,4,1,3,4,1,4,4,11,10,1,0
6883,15789425,Marsden,694,Germany,Female,37,8,98218.04,2,1,0,182354.46,82329,Female,Loyal Customer,29,Personal Travel,Eco,456,1,5,1,3,2,1,1,2,4,5,5,4,5,2,53,69,1,0
6884,15570943,Artemyeva,711,Germany,Female,35,2,133607.75,1,1,1,120586.32,75227,Female,Loyal Customer,41,Business travel,Eco,226,5,1,1,1,5,5,5,5,3,5,2,1,1,5,0,0,0,1
6885,15685829,McKay,551,France,Male,37,3,0,2,1,1,50578.4,46987,Female,Loyal Customer,41,Personal Travel,Eco,737,3,4,3,2,3,3,3,3,3,4,4,5,5,3,21,26,0,0
6886,15721917,Chuang,559,France,Female,38,8,95139.41,1,1,1,86575.46,102226,Male,Loyal Customer,49,Business travel,Business,2956,2,2,2,2,5,5,5,4,4,5,5,5,3,5,189,165,0,1
6887,15776047,Nicholls,620,France,Female,29,3,0,2,0,1,153392.28,103753,Male,Loyal Customer,53,Personal Travel,Eco Plus,251,2,5,0,5,2,0,2,2,3,3,2,2,3,2,0,16,0,0
6888,15716024,Dennis,660,Spain,Male,42,5,0,2,1,0,115509.59,33873,Female,Loyal Customer,36,Business travel,Business,2203,5,4,5,5,2,3,5,3,3,3,3,2,3,1,0,1,0,1
6889,15675328,Knight,449,France,Female,37,6,0,2,1,0,82176.48,104000,Male,Loyal Customer,56,Business travel,Eco,1363,3,4,4,4,3,3,3,3,2,5,4,2,4,3,0,0,0,0
6890,15604314,Webb,703,Germany,Female,26,1,97331.19,1,1,0,63717.49,10106,Male,Loyal Customer,34,Business travel,Business,391,2,5,5,5,1,4,3,2,2,2,2,3,2,2,72,67,0,0
6891,15658339,Pugliesi,795,Germany,Male,37,2,139265.63,2,1,1,198745.94,3119,Male,Loyal Customer,46,Business travel,Eco,613,5,4,3,4,5,5,5,5,1,3,4,4,3,5,0,13,0,1
6892,15630402,Nebechukwu,594,France,Female,31,9,0,1,0,1,5719.11,19586,Female,Loyal Customer,13,Personal Travel,Eco,160,3,4,3,2,2,3,2,2,5,5,5,3,5,2,0,0,0,0
6893,15689616,Ward,586,Spain,Male,34,5,168094.01,1,0,0,20058.61,88203,Female,Loyal Customer,45,Business travel,Business,1530,5,5,5,5,4,4,4,3,3,4,3,5,3,3,0,0,0,1
6894,15774224,Nixon,613,Germany,Female,30,5,131563.88,2,1,0,170638.98,39578,Male,Loyal Customer,43,Business travel,Business,2202,2,2,2,2,4,5,4,4,4,4,4,2,4,1,0,0,0,1
6895,15701291,Chidubem,601,France,Male,44,3,0,2,1,0,30607.11,114863,Female,Loyal Customer,43,Business travel,Business,2921,1,1,1,1,3,5,5,5,5,5,5,3,5,4,0,0,0,1
6896,15719606,Rivers,657,France,Male,50,9,0,2,0,0,37171.46,118887,Female,Loyal Customer,44,Business travel,Business,2565,1,1,1,1,3,3,3,4,4,5,5,3,4,3,203,200,0,1
6897,15644119,Sochima,531,France,Male,31,3,0,1,1,1,42589.33,119648,Male,Loyal Customer,45,Business travel,Business,2788,5,5,5,5,5,4,4,5,5,5,5,3,5,3,0,0,0,1
6898,15646859,Heydon,621,Germany,Male,47,7,107363.29,1,1,1,66799.28,33607,Female,Loyal Customer,53,Business travel,Eco,399,5,1,1,1,4,5,4,5,5,5,5,1,5,2,0,0,0,1
6899,15606836,Lombardo,782,France,Female,33,2,94493.03,1,0,1,101866.39,112707,Female,disloyal Customer,9,Business travel,Eco,697,4,4,4,4,5,4,5,5,3,3,4,1,4,5,22,19,0,0
6900,15664150,Holland,528,Germany,Female,29,9,170214.23,2,1,0,49284,21402,Female,Loyal Customer,50,Business travel,Eco,164,4,2,2,2,1,2,4,4,4,4,4,5,4,2,20,14,0,1
6901,15624510,Tien,696,France,Male,52,6,139781.06,1,1,0,27445.4,122749,Female,Loyal Customer,14,Personal Travel,Eco,651,5,5,5,2,5,5,5,5,4,2,1,3,4,5,24,27,1,1
6902,15810944,Bryant,586,France,Female,35,7,0,2,1,0,70760.69,16794,Female,Loyal Customer,35,Business travel,Business,1017,4,3,4,4,2,4,3,5,5,5,5,2,5,4,0,31,0,1
6903,15668575,Hao,626,Spain,Female,26,8,148610.41,3,0,1,104502.02,48177,Male,Loyal Customer,43,Business travel,Eco,192,4,4,4,4,4,4,4,4,1,4,2,4,1,4,0,0,1,0
6904,15603246,Genovesi,498,France,Male,73,2,170241.7,2,1,1,165407.96,116954,Female,Loyal Customer,53,Business travel,Business,370,2,2,2,2,5,4,5,5,5,5,5,4,5,4,19,13,0,1
6905,15804002,Kovalev,691,France,Female,33,1,128306.83,1,1,1,113580.79,91567,Male,disloyal Customer,28,Business travel,Business,1123,3,2,2,4,2,2,2,2,1,1,3,4,3,2,0,0,0,0
6906,15728773,Hsieh,568,France,Female,47,7,0,2,1,1,45978.39,15729,Female,Loyal Customer,19,Personal Travel,Eco,419,3,4,1,4,3,1,3,3,2,5,5,2,5,3,120,128,0,0
6907,15598044,Debellis,715,France,Female,35,3,0,1,1,1,152012.36,89697,Female,Loyal Customer,33,Business travel,Business,1076,4,4,4,4,5,1,2,5,5,5,5,5,5,3,0,22,0,1
6908,15694829,Chibueze,680,Germany,Male,32,7,175454,1,0,1,77349.92,63074,Male,Loyal Customer,27,Personal Travel,Eco,846,3,5,3,4,3,3,3,5,4,5,4,3,4,3,157,145,0,0
6909,15600575,Padovano,802,Spain,Male,41,6,0,2,1,0,47322.05,114798,Female,Loyal Customer,51,Business travel,Business,2949,2,2,2,2,2,5,4,4,4,4,4,5,4,4,87,80,0,1
6910,15727311,Yen,539,France,Female,22,0,100885.93,2,1,1,38772.65,43558,Female,disloyal Customer,35,Business travel,Eco,770,2,2,2,4,2,2,2,2,4,2,3,1,4,2,0,0,0,0
6911,15570769,Kibble,494,France,Male,69,9,93320.8,1,1,1,24489.44,126168,Female,Loyal Customer,13,Business travel,Business,3092,1,2,2,2,1,1,1,1,3,4,3,1,3,1,5,12,0,0
6912,15606274,Lori,594,Germany,Male,38,6,63176.44,2,1,1,14466.08,39858,Male,Loyal Customer,58,Business travel,Eco,184,4,1,1,1,4,4,4,4,2,5,3,4,3,4,0,0,0,0
6913,15746139,Enemuo,596,France,Male,33,2,139451.67,1,0,0,63142.12,25100,Male,Loyal Customer,58,Personal Travel,Eco,369,3,5,3,1,2,3,2,2,5,5,1,3,2,2,1,1,0,0
6914,15704987,Lu,649,France,Female,52,8,49113.75,1,1,0,41858.43,50861,Female,Loyal Customer,29,Personal Travel,Eco,373,4,4,4,1,3,4,2,3,4,2,5,2,4,3,59,52,0,0
6915,15628972,Nebeolisa,699,Germany,Male,32,1,123906.22,3,1,1,127443.82,98576,Female,disloyal Customer,17,Business travel,Eco,861,0,1,1,4,3,1,3,3,4,5,5,4,5,3,113,94,1,1
6916,15697686,Stewart,787,France,Female,40,6,0,2,1,1,84151.98,51846,Female,Loyal Customer,48,Personal Travel,Eco Plus,425,3,0,3,3,2,3,4,3,3,3,4,5,3,4,0,0,0,0
6917,15733883,Ward,604,France,Male,28,7,0,2,0,0,58595.64,94542,Female,Loyal Customer,70,Business travel,Business,239,2,3,3,3,4,4,4,2,2,2,2,1,2,4,10,0,0,0
6918,15617482,Milanesi,489,Germany,Female,52,1,131441.51,1,1,0,37240.11,77610,Male,disloyal Customer,42,Business travel,Business,731,4,3,3,2,2,4,2,2,5,4,5,5,4,2,0,5,1,1
6919,15704583,Chikwado,651,France,Male,56,2,0,1,1,0,114522.68,117936,Male,disloyal Customer,21,Business travel,Eco,255,2,4,2,4,1,2,1,1,1,2,3,4,4,1,119,108,1,0
6920,15621083,Douglas,698,France,Male,57,6,136325.48,2,1,1,72549.27,9555,Female,Loyal Customer,54,Business travel,Business,3661,2,2,2,2,3,5,5,5,5,5,5,5,5,5,39,40,1,1
6921,15649487,Sal,578,Germany,Female,38,4,113150.44,2,1,0,176712.59,28851,Female,Loyal Customer,38,Business travel,Business,2763,1,1,1,1,5,1,3,4,4,4,4,2,4,4,0,0,1,1
6922,15736760,Douglas,538,Spain,Female,42,9,0,1,0,0,152855.96,96143,Male,disloyal Customer,33,Business travel,Business,328,3,3,3,2,5,3,1,5,4,3,4,5,4,5,0,0,0,0
6923,15714658,Yates,696,France,Female,33,4,0,2,1,1,73371.65,67329,Male,disloyal Customer,18,Business travel,Business,1471,5,3,5,3,5,5,4,5,5,2,5,3,5,5,0,0,0,1
6924,15599081,Watt,507,Germany,Female,46,8,102785.16,1,1,1,70323.68,122355,Female,Loyal Customer,49,Business travel,Business,529,3,3,3,3,5,4,5,4,4,4,4,5,4,4,0,0,0,1
6925,15705113,P'an,685,Spain,Male,34,6,83264.28,1,0,0,9663.28,89374,Female,Loyal Customer,50,Personal Travel,Business,151,3,5,3,2,4,5,4,5,5,3,4,5,5,5,0,6,0,0
6926,15631159,H?,705,Germany,Male,41,4,72252.64,2,1,1,142514.66,25962,Male,disloyal Customer,40,Business travel,Eco,946,4,4,4,5,3,4,3,3,1,2,2,4,2,3,0,0,0,0
6927,15792818,Perry,499,Germany,Female,29,6,148051.52,1,1,0,118623.94,117523,Female,disloyal Customer,49,Business travel,Business,843,3,3,3,1,3,3,3,3,3,5,4,5,5,3,6,0,0,1
6928,15633531,Lavrov,717,France,Female,76,9,138489.66,1,1,1,68400.14,11608,Female,Loyal Customer,9,Personal Travel,Eco,657,2,5,2,4,2,2,2,2,4,2,2,5,1,2,18,12,0,0
6929,15744529,Chiekwugo,510,France,Male,63,8,0,2,1,1,115291.86,50957,Male,Loyal Customer,61,Personal Travel,Eco,110,3,1,3,4,5,3,5,5,3,2,3,2,3,5,0,0,0,0
6930,15669656,Macdonald,632,France,Male,32,6,111589.33,1,1,1,170382.99,78653,Female,Loyal Customer,59,Personal Travel,Eco,2172,4,4,4,1,5,4,5,3,3,4,3,3,3,4,0,0,0,1
6931,15581198,Jenkins,668,Germany,Female,39,0,122104.79,1,1,0,112946.67,57890,Female,disloyal Customer,45,Business travel,Business,305,4,4,4,2,1,4,1,1,4,5,5,5,4,1,1,0,1,1
6932,15729054,Korovina,744,Germany,Male,32,4,96106.83,1,1,1,79812.77,110753,Male,Loyal Customer,38,Business travel,Business,2745,1,1,3,1,2,5,5,5,5,5,5,5,5,5,4,0,0,1
6933,15573452,Manning,663,Germany,Male,42,7,115930.87,1,1,0,19862.78,90140,Male,Loyal Customer,36,Business travel,Business,727,5,5,5,5,2,4,1,4,4,4,4,5,4,4,0,0,0,1
6934,15776733,Wilson,638,Germany,Female,37,7,124513.66,2,1,0,158610.89,3520,Female,Loyal Customer,43,Business travel,Business,3542,4,4,4,4,2,4,4,5,5,5,5,3,5,4,51,78,0,1
6935,15724858,Begum,688,France,Female,54,9,0,1,1,0,191212.63,3913,Female,Loyal Customer,62,Personal Travel,Eco,213,3,5,3,4,3,4,4,5,5,3,5,4,5,3,0,0,1,0
6936,15713144,Ingrassia,588,Spain,Male,46,8,0,1,1,0,61931.21,80093,Male,Loyal Customer,48,Business travel,Business,2762,5,5,5,5,4,5,5,5,5,5,5,4,5,4,41,26,0,1
6937,15690188,Maclean,631,France,Male,33,7,0,1,1,1,58043.02,40265,Female,Loyal Customer,37,Business travel,Eco,402,5,4,4,4,5,5,5,5,1,4,1,3,2,5,0,0,1,1
6938,15689425,Olejuru,687,Spain,Male,35,8,100988.39,2,1,0,22247.27,85590,Female,disloyal Customer,42,Business travel,Eco,259,3,3,3,3,3,3,3,3,4,2,4,2,3,3,68,60,0,0
6939,15671766,Enyinnaya,599,France,Male,44,10,118577.24,1,1,1,31448.52,5644,Male,Loyal Customer,50,Personal Travel,Business,299,1,5,1,3,3,5,4,5,5,1,5,3,5,3,0,0,0,0
6940,15782806,Watson,718,Spain,Male,28,6,0,2,1,0,146875.86,2519,Female,Loyal Customer,30,Business travel,Business,2403,1,1,1,1,4,4,4,4,3,2,5,5,5,4,0,0,0,1
6941,15764419,Langdon,730,France,Male,27,5,0,2,1,1,116081.93,46744,Male,Loyal Customer,44,Personal Travel,Eco,152,2,2,0,3,1,0,1,1,1,2,4,1,4,1,20,10,0,0
6942,15591915,Frolov,533,France,Female,39,2,0,1,0,1,73669.94,74177,Male,Loyal Customer,29,Personal Travel,Eco,641,1,4,1,1,5,1,5,5,4,4,4,4,4,5,0,0,1,0
6943,15772798,Chikezie,711,Spain,Female,28,5,0,2,1,1,93959.96,54340,Female,Loyal Customer,34,Personal Travel,Eco,1597,3,4,4,1,5,4,5,5,5,4,5,3,4,5,0,0,0,0
6944,15792008,Zetticci,555,Spain,Female,26,9,0,2,0,1,158918.03,957,Female,Loyal Customer,17,Business travel,Business,312,2,2,2,2,4,4,4,4,5,3,5,4,4,4,0,0,0,1
6945,15715541,Yang,850,France,Female,42,9,113311.11,1,1,1,198193.75,96489,Male,Loyal Customer,33,Business travel,Eco,302,3,4,3,3,3,3,3,3,2,3,2,4,2,3,1,0,0,0
6946,15639277,Lin,678,France,Female,41,9,0,1,0,0,13160.03,25318,Male,Loyal Customer,7,Personal Travel,Eco,432,3,3,3,4,5,3,5,5,4,5,4,2,3,5,41,29,0,0
6947,15798850,Goddard,576,France,Male,32,7,0,2,1,0,4660.91,73463,Male,Loyal Customer,28,Personal Travel,Eco,1197,5,4,5,5,5,5,5,5,5,4,4,5,5,5,19,1,0,1
6948,15776348,Rogers,835,Germany,Male,20,4,124365.42,1,0,0,180197.74,39220,Male,disloyal Customer,38,Business travel,Eco,173,3,0,3,3,3,3,3,3,5,3,4,3,5,3,0,0,1,0
6949,15727696,Zubareva,592,France,Male,42,1,147249.29,2,1,1,63023.02,58918,Male,Loyal Customer,14,Personal Travel,Eco,888,3,5,3,3,2,3,5,2,3,4,5,1,4,2,0,0,0,0
6950,15793813,Onochie,774,France,Male,36,7,103688.19,1,0,1,118971.74,2239,Male,Loyal Customer,55,Business travel,Business,859,1,1,1,1,2,5,5,4,4,4,4,3,4,5,0,0,0,1
6951,15694395,Ts'ui,620,France,Female,29,1,138740.24,2,0,0,154700.61,26918,Female,Loyal Customer,60,Personal Travel,Eco,1660,3,4,3,5,4,5,4,5,5,3,5,5,5,4,2,0,0,0
6952,15764195,Newsom,519,Spain,Male,39,4,111900.14,1,1,1,97577.17,13676,Male,Loyal Customer,40,Personal Travel,Eco,462,2,4,2,1,3,2,3,3,5,5,4,5,4,3,0,0,0,0
6953,15744919,Genovese,734,Spain,Female,37,0,152760.24,1,1,1,48990.5,39053,Female,Loyal Customer,48,Personal Travel,Eco Plus,313,5,4,4,4,2,4,4,1,1,4,2,3,1,4,0,0,0,1
6954,15671655,Thorpe,763,Germany,Male,31,7,143966.3,2,1,1,140262.96,93851,Male,Loyal Customer,56,Personal Travel,Eco,391,2,4,3,2,1,3,2,1,3,2,4,3,4,1,10,7,1,0
6955,15654901,Horton,733,France,Male,51,10,141556.96,1,1,0,130189.53,91425,Female,Loyal Customer,49,Personal Travel,Eco,549,4,4,4,3,4,3,4,5,5,4,5,1,5,4,0,0,0,1
6956,15649136,Williamson,650,France,Female,43,6,0,2,1,1,16301.91,10367,Female,disloyal Customer,22,Business travel,Business,517,5,0,5,1,5,5,1,5,3,4,5,3,5,5,0,0,0,1
6957,15775562,Shoobridge,538,France,Female,33,5,0,2,1,0,126962.41,69055,Female,disloyal Customer,36,Business travel,Business,1389,2,2,2,2,5,2,5,5,5,2,5,5,5,5,2,0,0,0
6958,15807481,Peng,577,France,Female,46,1,0,1,1,1,158750.53,69948,Female,Loyal Customer,53,Business travel,Business,2174,3,3,3,3,4,2,2,3,3,3,3,2,3,3,0,0,0,0
6959,15642885,Gray,792,France,Male,30,8,0,2,1,0,199644.2,110841,Female,Loyal Customer,33,Personal Travel,Eco Plus,990,4,5,4,2,2,4,2,2,4,3,5,3,5,2,5,0,0,0
6960,15789109,Watson,686,France,Female,41,10,0,1,1,1,144272.71,59801,Male,Loyal Customer,17,Business travel,Business,3335,5,5,5,5,4,4,4,4,3,2,5,3,5,4,0,0,1,1
6961,15814004,Fyodorova,589,France,Male,29,2,0,2,0,1,98320.27,106107,Male,Loyal Customer,39,Business travel,Business,302,0,0,0,5,2,5,5,3,3,3,3,5,3,5,39,48,0,1
6962,15673619,Bazhenov,530,France,Male,25,9,162560.32,1,1,0,64129.03,21290,Female,disloyal Customer,14,Business travel,Eco,714,3,4,4,2,1,4,1,1,2,4,5,1,3,1,0,0,0,0
6963,15595135,Solomon,778,Germany,Female,29,7,123229.46,1,1,0,181221.09,122083,Female,Loyal Customer,39,Personal Travel,Eco,130,2,4,0,4,4,0,4,4,4,4,5,4,4,4,0,0,0,0
6964,15583681,Layh,616,Spain,Male,31,7,76665.71,2,1,1,163809.08,35497,Female,Loyal Customer,60,Personal Travel,Eco,1074,3,4,3,1,3,5,4,4,4,3,4,5,4,5,0,0,0,0
6965,15605000,John,550,France,Male,38,9,140278.99,3,1,1,171457.06,106531,Female,Loyal Customer,66,Personal Travel,Eco,271,3,4,3,3,3,3,3,1,1,3,1,3,1,4,23,19,1,0
6966,15718071,Tuan,655,France,Female,51,3,0,2,0,1,15801.02,32243,Female,Loyal Customer,42,Business travel,Eco,101,1,4,4,4,3,3,4,1,1,1,1,3,1,1,0,0,0,0
6967,15679760,Slattery,721,France,Male,46,1,115764.32,2,0,0,102950.79,85050,Female,Loyal Customer,44,Business travel,Business,874,5,5,5,5,4,5,4,5,5,4,5,5,5,3,0,0,0,1
6968,15654574,Onyekachi,499,Germany,Male,36,5,131142.53,2,1,0,174918.46,84411,Female,Loyal Customer,20,Personal Travel,Eco,606,2,4,2,2,5,2,5,5,5,4,4,3,5,5,12,21,0,0
6969,15577178,Genovese,511,France,Male,45,5,68375.27,1,1,0,193160.25,39052,Male,Loyal Customer,44,Personal Travel,Eco Plus,313,3,3,3,3,4,3,4,4,1,4,3,4,3,4,0,13,1,0
6970,15595324,Daniels,579,Germany,Female,39,5,117833.3,3,0,0,5831,51780,Female,Loyal Customer,50,Personal Travel,Eco,355,2,5,2,2,2,5,5,5,5,2,1,4,5,5,0,6,1,0
6971,15756932,Caldwell,696,Spain,Female,36,7,0,2,1,1,82298.59,22758,Female,Loyal Customer,55,Business travel,Business,3609,4,4,4,4,5,5,5,3,1,2,2,5,5,5,142,139,0,1
6972,15726358,Chiemenam,681,France,Male,34,7,0,2,0,0,130686.59,58616,Female,Loyal Customer,57,Business travel,Business,235,4,4,4,4,5,5,5,5,5,5,5,5,5,3,0,0,0,1
6973,15595228,Wanliss,815,France,Male,45,7,0,1,0,1,52885.23,120215,Female,Loyal Customer,13,Business travel,Business,3990,3,5,2,5,3,3,3,3,4,1,3,1,3,3,36,19,1,0
6974,15782530,Bruce,681,Spain,Male,30,2,111093.01,1,1,0,68985.99,70180,Male,Loyal Customer,53,Business travel,Business,2339,5,5,5,5,5,5,5,4,4,4,4,5,4,4,9,13,0,1
6975,15592877,Wright,641,Spain,Male,42,9,132657.55,1,1,0,35367.19,75318,Male,Loyal Customer,60,Business travel,Business,2504,1,1,1,1,5,5,5,4,4,3,5,5,3,5,0,9,0,1
6976,15651983,Fang,591,France,Female,56,9,128882.49,1,1,1,196241.94,58306,Male,Loyal Customer,56,Business travel,Business,1739,3,3,3,3,2,3,4,5,5,5,5,4,5,4,26,7,1,1
6977,15746737,Eames,565,Germany,Male,59,9,69129.59,1,1,1,170705.53,3185,Male,disloyal Customer,29,Business travel,Eco,693,1,1,1,4,3,1,3,3,2,1,3,2,4,3,32,35,0,0
6978,15774179,Sutherland,487,France,Male,37,6,0,2,1,1,126477.41,110092,Female,Loyal Customer,51,Business travel,Business,882,1,1,1,1,3,4,4,4,4,4,4,3,4,4,33,45,0,1
6979,15667265,Cavenagh,729,France,Male,39,4,121404.64,1,1,1,159618.17,12117,Male,Loyal Customer,62,Business travel,Eco,1034,4,3,3,3,4,4,4,4,4,5,5,4,2,4,0,0,0,1
6980,15655123,Dumetolisa,505,Spain,Female,45,9,131355.3,3,1,0,195395.33,47826,Female,disloyal Customer,14,Business travel,Eco,550,3,1,3,4,5,3,5,5,4,4,4,2,4,5,23,16,1,0
6981,15595917,Mackay,580,France,Female,35,1,102097.33,1,0,1,168285.85,106791,Male,Loyal Customer,66,Personal Travel,Business,977,3,4,3,1,5,4,4,4,4,3,4,3,4,4,29,28,0,0
